movie,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
08bbdc00-ce17-4bea-9aaa-c63b11cd9168,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6662d963-06db-4439-bec5-f8a90db57501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d13d1d25-60d3-4ae4-8df4-a91960f05420,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
fcf7bd2d-0a85-402c-bca2-1e8610901a83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8dbe06d1-aa00-463a-a184-c61819cd87dc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4ef51f9c-13a1-412c-98e7-a45bdb55eae5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
078cd474-e9d4-4f85-90be-c30664103531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
b30a6c07-68b9-4595-8090-b0a3adf28574,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b11df315-2793-44ec-8105-383088a12f8e,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
775e256d-847e-4c86-92b7-ab991da8b27f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30d5b508-de86-4d40-b2db-82c56755cde3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7aa92956-3ee6-4d4e-b26d-6ebf62aae247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49793e06-c721-4867-8540-6d8a2cfc4a94,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
df9796be-efff-49be-adad-46c2c9826e5c,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21c39150-7493-44f1-9497-0dd3861e4e08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3af4e7e5-6dd9-4a18-b749-23ee4dc2bfd0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
cdf055e5-d570-4a19-a7f4-e03c527b30b7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
f1a923a7-1edb-4bb3-8f1a-bc8903eb7155,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ce38e154-bbe7-4975-9988-8308ffee27c9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9bae5b15-ea3e-4408-83ae-8e1cb4a07b39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
014433f7-f159-41b0-a1d3-f3e138881c5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
f0d03d8a-0338-4b1d-8931-875d2eae4593,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4486e59d-f134-4aaf-8752-8ce69ecb587b,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
a9e4836e-ae0c-4de1-8cfa-80442dc0e206,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85a73279-5ade-47c4-a6f7-be52b0858c8b,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7079e825-0518-48fa-b272-283691a6550e,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12152473-5556-4e0e-b7ac-da0e8bbdc132,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
f9525690-6dff-4ef3-9cde-14b9ca2764b4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c87e8b3d-2caa-4206-a78c-dc0f18d6455b,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
a5f1970d-41f3-440a-96ed-e509cd681310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1f5f2efa-ee9c-4955-9e75-ea65f94a5894,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbf16b1f-dd97-469b-a9d5-6d4a1ee36419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
b237280d-6f70-4357-a122-789087cd3ca6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7a256201-536e-407b-b3bf-0f82db85ce97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5d3e05d5-9ed2-4443-8d8d-b48b002a5a38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27a5b0c9-d3d4-4c90-99e1-8af34a9f60fc,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
b8f38e18-211c-4d06-9e56-acc3f3aba9dc,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4ee622fe-f92b-463c-9e8b-5b576f8c22bc,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
82cedfff-12ba-4bd0-b308-53df0c9433be,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
bf3013ba-ad21-4d78-8c6c-e1288ef58c6d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
cfacca40-e8ec-472c-b45a-a9461bdbac77,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
f4cd6c3a-16be-4186-bb6e-6962e5bb8dc1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68a70823-9389-4e06-b5c3-124c8bd01ff1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d80b863e-c85e-47f7-bd68-0f6aaa1cca10,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
a390f3e4-7753-4643-aa6a-8e1a4b8e9055,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
53db814e-6171-4301-88d7-041bc9d74fe0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4c1ba916-ff91-4210-9905-f7fdac03dd20,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
f76614b2-737f-48fd-bc6f-fa04f0355c72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99e80486-41e1-44d3-83a5-6af94f54fce2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ad4b79e2-e1aa-4768-8fed-5a1702331a4f,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300ad7a1-93ed-4aa4-8a87-d7ee7770f836,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49f61f9e-4261-47b5-b0a6-a81737bd9a3b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0229ad4-d5bf-401a-86dc-01e3bb3dec74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
814c224d-67fa-4e46-9609-e6e2e0f38f93,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5a82cb3a-a3be-4294-abbf-8de62703e440,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
05e5ce0f-6523-4166-b0ff-93f8a007e567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479db673-65cc-4912-82b2-d564eed96443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9b761e33-e0cc-45bd-accd-7ff8dcac8c49,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e50eef1f-f248-497c-9a5a-286e22692632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75f8b057-dec9-4205-9048-9f54905166b8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0af0812b-f38e-4582-afdf-df7adb19d5a9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
40707cd6-20df-4d74-a9bd-4bb314f0a3d8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1b59c9b2-6d9e-4b0d-a763-944000b7abd9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2de571a0-8ddf-4a1d-ac0a-3b716d7fd9de,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
83159ed2-c966-4402-a3be-4fc900ae9d72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
